id,name,manufacturer,model,category,price_brl,power_w,efficiency,voltage_v,current_a,image,image_url,source,availability,description,image_tier,specs_count
"solfacil_accessories_2","KIT FIXADOR MICRO INVERSOR P/ PERFIL LATERAL (C/ SUPORTE L)","Solfacil","KIT FIXADOR MICRO IN","inverters","16","","","KIT FIXADOR MICRO INVERSOR P/ PERFIL LATERAL (C/ SUPORTE L)","","","/images/placeholder-inverter.jpg","","true","KIT FIXADOR MICRO INVERSOR P/ PERFIL LATERAL (C/ SUPORTE L)","","2"
"solfacil_inverters_1","ENPHASE IQ8P-72-2-BR","Enphase","ENPHASE IQ8P-72-2-BR","inverters","1347.65","","8","8","","/catalog/images\SOLFACIL-INVERTERS\ENPHASE-IQ8P-72-2-BR_IMAGE_PRODUCT_600340.jpeg","/images/placeholder-inverter.jpg","","true","ENPHASE IQ8P-72-2-BR","","4"
"solfacil_inverters_2","GOODWE EZLOGGER PRO","GoodWe","GOODWE EZLOGGER PRO","inverters","1856.55","","","GOODWE EZLOGGER PRO","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-EZLOGGER PRO_image.png","/images/placeholder-inverter.jpg","","true","GOODWE EZLOGGER PRO","","2"
"solfacil_inverters_3","GOODWE GW2000-MIS","GoodWe","GOODWE GW2000-MIS","inverters","2250.33","","2000","2000","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW2000-MIS_IMAGE_PRODUCT_600329.jpg","/images/placeholder-inverter.jpg","","true","GOODWE GW2000-MIS","","4"
"solfacil_inverters_4","DEYE SUN-5K-G","Deye","DEYE SUN-5K-G","inverters","3531.6","","5","5","","/catalog/images\SOLFACIL-INVERTERS\DEYE-SUN-5K-G_image.webp","/images/placeholder-inverter.jpg","","true","DEYE SUN-5K-G","","4"
"solfacil_inverters_5","GOODWE GW 3300-XS-30 - AFCI","GoodWe","GOODWE GW 3300-XS-30","inverters","3585.88","","3300","3300","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 3300-XS-30 - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 3300-XS-30 - AFCI","","4"
"solfacil_inverters_6","SOFAR 5KTLM-G3 - AFCI","Sofar","SOFAR 5KTLM-G3 - AFC","inverters","3644.58","","5","5","","/catalog/images\SOLFACIL-INVERTERS\SOFAR-5KTLM-G3 - AFCI_IMAGE_PRODUCT_600369.png","/images/placeholder-inverter.jpg","","true","SOFAR 5KTLM-G3 - AFCI","","4"
"solfacil_inverters_7","HUAWEI SUN2000-3KTL-L1 - AFCI","Huawei","SUN2000","inverters","3785.08","","2000","2000","","images\SOLFACIL-INVERTERS\HUAWEI-SUN2000-10K-LC0 - AFCI_IMAGE_PRODUCT_600386.png","images\SOLFACIL-INVERTERS\HUAWEI-SUN2000-10K-LC0 - AFCI_IMAGE_PRODUCT_600386.png","","true","HUAWEI SUN2000-3KTL-L1 - AFCI","high","4"
"solfacil_inverters_8","DEYE SUN-8K-G","Deye","DEYE SUN-8K-G","inverters","4197.2","","8","8","","/catalog/images\SOLFACIL-INVERTERS\DEYE-SUN-8K-G_image.jpg","/images/placeholder-inverter.jpg","","true","DEYE SUN-8K-G","","4"
"solfacil_inverters_9","GOODWE GW 5000-DNS-30 (16A) - AFCI","GoodWe","GOODWE GW 5000-DNS-3","inverters","4509.73","","5000","5000","16","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 5000-DNS-30 (16A) - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 5000-DNS-30 (16A) - AFCI","","5"
"solfacil_inverters_10","HUAWEI SUN2000-4KTL-L1 - AFCI","Huawei","SUN2000","inverters","4528.03","","2000","2000","","images\SOLFACIL-INVERTERS\HUAWEI-SUN2000-10K-LC0 - AFCI_IMAGE_PRODUCT_600386.png","images\SOLFACIL-INVERTERS\HUAWEI-SUN2000-10K-LC0 - AFCI_IMAGE_PRODUCT_600386.png","","true","HUAWEI SUN2000-4KTL-L1 - AFCI","high","4"
"solfacil_inverters_11","GOODWE GW8000-MS-C30 - AFCI","GoodWe","GOODWE GW8000-MS-C30","inverters","7176.03","","8000","8000","","","/images/placeholder-inverter.jpg","","true","GOODWE GW8000-MS-C30 - AFCI","","4"
"solfacil_inverters_12","GOODWE GW 10K-MS-30 (20A) - AFCI","GoodWe","GOODWE GW 10K-MS-30","inverters","7434.75","","10","10","20","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 10K-MS-30 (20A) - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 10K-MS-30 (20A) - AFCI","","5"
"solfacil_inverters_13","HUAWEI SUN2000-10K-LC0 - AFCI","Huawei","SUN2000","inverters","7434.75","","2000","2000","","images\SOLFACIL-INVERTERS\HUAWEI-SUN2000-10K-LC0 - AFCI_IMAGE_PRODUCT_600386.png","images\SOLFACIL-INVERTERS\HUAWEI-SUN2000-10K-LC0 - AFCI_IMAGE_PRODUCT_600386.png","","true","HUAWEI SUN2000-10K-LC0 - AFCI","high","4"
"solfacil_inverters_14","GOODWE GW10K-MS-G40 - AFCI","GoodWe","GOODWE GW10K-MS-G40","inverters","7455.48","","10","10","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW10K-MS-G40 - AFCI C- RSD_IMAGE_PRODUCT_600398.png","/images/placeholder-inverter.jpg","","true","GOODWE GW10K-MS-G40 - AFCI","","4"
"solfacil_inverters_15","GOODWE GW10K-MS-G40 - AFCI C/ RSD","GoodWe","GOODWE GW10K-MS-G40","inverters","7834.13","","10","10","","","/images/placeholder-inverter.jpg","","true","GOODWE GW10K-MS-G40 - AFCI C/ RSD","","4"
"solfacil_inverters_16","GROWATT MID 20KTL3 XL2 - AFCI","Growatt","GROWATT MID 20KTL3 X","inverters","8335.8","","20","20","","/catalog/images\SOLFACIL-INVERTERS\GROWATT-MID 20KTL3 XL2 - AFCI_IMAGE_PRODUCT_600308.png","/images/placeholder-inverter.jpg","","true","GROWATT MID 20KTL3 XL2 - AFCI","","4"
"solfacil_inverters_17","GROWATT MID 20KTL3 XL2 - AFCI","Growatt","GROWATT MID 20KTL3 X","inverters","8335.8","","20","20","","/catalog/images\SOLFACIL-INVERTERS\GROWATT-MID 20KTL3 XL2 - AFCI_IMAGE_PRODUCT_600308.png","/images/placeholder-inverter.jpg","","true","GROWATT MID 20KTL3 XL2 - AFCI","","4"
"solfacil_inverters_18","HUAWEI SUN2000-12K-MB0 - AFCI","Huawei","SUN2000","inverters","8513.98","","2000","12","","images\SOLFACIL-INVERTERS\HUAWEI-SUN2000-10K-LC0 - AFCI_IMAGE_PRODUCT_600386.png","images\SOLFACIL-INVERTERS\HUAWEI-SUN2000-10K-LC0 - AFCI_IMAGE_PRODUCT_600386.png","","true","HUAWEI SUN2000-12K-MB0 - AFCI","high","4"
"solfacil_inverters_19","GROWATT MID 25KTL3-X","Growatt","GROWATT MID 25KTL3-X","inverters","8812.5","","25","25","","","/images/placeholder-inverter.jpg","","true","GROWATT MID 25KTL3-X","","4"
"solfacil_inverters_21","HUAWEI SUN2000-15K-MB0 - AFCI","Huawei","SUN2000","inverters","9136.13","","2000","2000","","images\SOLFACIL-INVERTERS\HUAWEI-SUN2000-10K-LC0 - AFCI_IMAGE_PRODUCT_600386.png","images\SOLFACIL-INVERTERS\HUAWEI-SUN2000-10K-LC0 - AFCI_IMAGE_PRODUCT_600386.png","","true","HUAWEI SUN2000-15K-MB0 - AFCI","high","4"
"solfacil_inverters_22","DEYE SUN-25K-G02-LV","Deye","DEYE SUN-25K-G02-LV","inverters","9402.23","","25","25","","/catalog/images\SOLFACIL-INVERTERS\DEYE-SUN-25K-G02-LV_image.png","/images/placeholder-inverter.jpg","","true","DEYE SUN-25K-G02-LV","","4"
"solfacil_inverters_23","GOODWE GW 12KLV-SDT-C30 - AFCI","GoodWe","GOODWE GW 12KLV-SDT-","inverters","10004.25","","12","12","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 12KLV-SDT-C30 - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 12KLV-SDT-C30 - AFCI","","4"
"solfacil_inverters_24","GOODWE GW20K-SDT-31 - AFCI C/ RSD","GoodWe","GOODWE GW20K-SDT-31","inverters","10036","","20","20","","","/images/placeholder-inverter.jpg","","true","GOODWE GW20K-SDT-31 - AFCI C/ RSD","","4"
"solfacil_inverters_25","GOODWE GW12KLV-SDT-C31 - AFCI","GoodWe","GOODWE GW12KLV-SDT-C","inverters","10488.65","","12","12","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW12KLV-SDT-C31 - AFCI_IMAGE_PRODUCT_600400.png","/images/placeholder-inverter.jpg","","true","GOODWE GW12KLV-SDT-C31 - AFCI","","4"
"solfacil_inverters_26","SOFAR 25KTLX-G3-LV - AFCI","Sofar","SOFAR 25KTLX-G3-LV -","inverters","10489.73","","25","25","","/catalog/images\SOLFACIL-INVERTERS\SOFAR-25KTLX-G3-LV - AFCI_IMAGE_PRODUCT_600381.png","/images/placeholder-inverter.jpg","","true","SOFAR 25KTLX-G3-LV - AFCI","","4"
"solfacil_inverters_27","GOODWE GW25K-SDT-P31 - AFCI","GoodWe","GOODWE GW25K-SDT-P31","inverters","10609.08","","25","25","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW25K-SDT-P31 - AFCI C- RSD_IMAGE_PRODUCT_600452.png","/images/placeholder-inverter.jpg","","true","GOODWE GW25K-SDT-P31 - AFCI","","4"
"solfacil_inverters_28","GOODWE GW 12KLV-MT","GoodWe","GOODWE GW 12KLV-MT","inverters","10718.45","","12","12","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 12KLV-MT_image.jpg","/images/placeholder-inverter.jpg","","true","GOODWE GW 12KLV-MT","","4"
"solfacil_inverters_29","GOODWE GW25K-SDT-P31 - AFCI C/ RSD","GoodWe","GOODWE GW25K-SDT-P31","inverters","11173.53","","25","25","","","/images/placeholder-inverter.jpg","","true","GOODWE GW25K-SDT-P31 - AFCI C/ RSD","","4"
"solfacil_inverters_30","GOODWE GW6000-ES-BR20 - AFCI","GoodWe","GOODWE GW6000-ES-BR2","inverters","11560.6","","6000","6000","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW6000-ES-BR20 - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW6000-ES-BR20 - AFCI","","4"
"solfacil_inverters_31","GOODWE GW6000-SBP-20","GoodWe","GOODWE GW6000-SBP-20","inverters","12119.53","","6000","6000","","images\SOLFACIL-INVERTERS\GOODWE-GW6000-SBP-20_image.webp","images\SOLFACIL-INVERTERS\GOODWE-GW6000-SBP-20_image.webp","","true","GOODWE GW6000-SBP-20","high","4"
"solfacil_inverters_32","GOODWE GW 15KLV-MT","GoodWe","GOODWE GW 15KLV-MT","inverters","12934.93","","15","15","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 15KLV-MT_image.jpeg","/images/placeholder-inverter.jpg","","true","GOODWE GW 15KLV-MT","","4"
"solfacil_inverters_33","GROWATT MID 50KTL3-X2 - AFCI","Growatt","GROWATT MID 50KTL3-X","inverters","12969.6","","50","50","","/catalog/images\SOLFACIL-INVERTERS\GROWATT-MID 50KTL3-X2 - AFCI_IMAGE_PRODUCT_600314.png","/images/placeholder-inverter.jpg","","true","GROWATT MID 50KTL3-X2 - AFCI","","4"
"solfacil_inverters_34","GOODWE GW 30K-SDT-C30 - AFCI","GoodWe","GOODWE GW 30K-SDT-C3","inverters","13085.25","","30","30","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 30K-SDT-C30 - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 30K-SDT-C30 - AFCI","","4"
"solfacil_inverters_35","DEYE SUN-35K-G02-LV","Deye","DEYE SUN-35K-G02-LV","inverters","13228","","35","35","","/catalog/images\SOLFACIL-INVERTERS\DEYE-SUN-35K-G02-LV_image.jpeg","/images/placeholder-inverter.jpg","","true","DEYE SUN-35K-G02-LV","","4"
"solfacil_inverters_36","DEYE SUN-35K-G02-LV","Deye","DEYE SUN-35K-G02-LV","inverters","13228","","35","35","","/catalog/images\SOLFACIL-INVERTERS\DEYE-SUN-35K-G02-LV_image.jpeg","/images/placeholder-inverter.jpg","","true","DEYE SUN-35K-G02-LV","","4"
"solfacil_inverters_37","GOODWE GW3600-ES-BR20 - AFCI","GoodWe","GOODWE GW3600-ES-BR2","inverters","13379.98","","3600","3600","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW3600-ES-BR20 - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW3600-ES-BR20 - AFCI","","4"
"solfacil_inverters_38","GOODWE GW 36K-MT - AFCI","GoodWe","GOODWE GW 36K-MT - A","inverters","14500.08","","36","36","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 36K-MT - AFCI_image.jpeg","/images/placeholder-inverter.jpg","","true","GOODWE GW 36K-MT - AFCI","","4"
"solfacil_inverters_39","GOODWE GW37K5-SDT-BR30 - AFCI","GoodWe","GOODWE GW37K5-SDT-BR","inverters","14539.73","","37","37","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW37K5-SDT-BR30 - AFCI_IMAGE_PRODUCT_600350.jpg","/images/placeholder-inverter.jpg","","true","GOODWE GW37K5-SDT-BR30 - AFCI","","4"
"solfacil_inverters_40","GROWATT MAC 36KTL3-XL - AFCI","Growatt","GROWATT MAC 36KTL3-X","inverters","14654.45","","36","36","","/catalog/images\SOLFACIL-INVERTERS\GROWATT-MAC 36KTL3-XL - AFCI_IMAGE_PRODUCT_600303.png","/images/placeholder-inverter.jpg","","true","GROWATT MAC 36KTL3-XL - AFCI","","4"
"solfacil_inverters_41","GROWATT MAC 36KTL3-XL","Growatt","GROWATT MAC 36KTL3-X","inverters","14654.45","","36","36","","/catalog/images\SOLFACIL-INVERTERS\GROWATT-MAC 36KTL3-XL - AFCI_IMAGE_PRODUCT_600303.png","/images/placeholder-inverter.jpg","","true","GROWATT MAC 36KTL3-XL","","4"
"solfacil_inverters_42","GROWATT MAC 36KTL3-XL - AFCI","Growatt","GROWATT MAC 36KTL3-X","inverters","14654.45","","36","36","","/catalog/images\SOLFACIL-INVERTERS\GROWATT-MAC 36KTL3-XL - AFCI_IMAGE_PRODUCT_600303.png","/images/placeholder-inverter.jpg","","true","GROWATT MAC 36KTL3-XL - AFCI","","4"
"solfacil_inverters_43","GOODWE GW17KLV-SDT-C30 - AFCI","GoodWe","GOODWE GW17KLV-SDT-C","inverters","14764.55","","17","17","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW17KLV-SDT-C30 - AFCI_IMAGE_PRODUCT_600275.png","/images/placeholder-inverter.jpg","","true","GOODWE GW17KLV-SDT-C30 - AFCI","","4"
"solfacil_inverters_44","GOODWE GW6000-ES-BR20 - AFCI","GoodWe","GOODWE GW6000-ES-BR2","inverters","14768.55","","6000","6000","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW6000-ES-BR20 - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW6000-ES-BR20 - AFCI","","4"
"solfacil_inverters_45","GOODWE GW6000-ES-BR20 - AFCI","GoodWe","GOODWE GW6000-ES-BR2","inverters","14768.55","","6000","6000","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW6000-ES-BR20 - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW6000-ES-BR20 - AFCI","","4"
"solfacil_inverters_46","GOODWE GW3500L-ES-BR20","GoodWe","GOODWE GW3500L-ES-BR","inverters","15745.08","","3500","3500","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW3500L-ES-BR20_IMAGE_PRODUCT_600361.png","/images/placeholder-inverter.jpg","","true","GOODWE GW3500L-ES-BR20","","4"
"solfacil_inverters_47","GOODWE GW 20KLV-MT - AFCI","GoodWe","GOODWE GW 20KLV-MT -","inverters","16404.88","","20","20","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 20KLV-MT - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 20KLV-MT - AFCI","","4"
"solfacil_inverters_48","GOODWE GW 50KS-MT - AFCI","GoodWe","GOODWE GW 50KS-MT -","inverters","17483.03","","50","50","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 50KS-MT - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 50KS-MT - AFCI","","4"
"solfacil_inverters_49","GOODWE GW 30KLS-MT","GoodWe","GOODWE GW 30KLS-MT","inverters","17482.7","","30","30","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 30KLS-MT - AFCI RED_IMAGE_PRODUCT_600483.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 30KLS-MT","","4"
"solfacil_inverters_50","GOODWE GW23KLV-SDT-BR30 - AFCI","GoodWe","GOODWE GW23KLV-SDT-B","inverters","17628.6","","23","23","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW23KLV-SDT-BR30 - AFCI_IMAGE_PRODUCT_600352.jpg","/images/placeholder-inverter.jpg","","true","GOODWE GW23KLV-SDT-BR30 - AFCI","","4"
"solfacil_inverters_51","GOODWE GW 30KLS-MT - AFCI","GoodWe","GOODWE GW 30KLS-MT -","inverters","18769.08","","30","30","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 30KLS-MT - AFCI RED_IMAGE_PRODUCT_600483.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 30KLS-MT - AFCI","","4"
"solfacil_inverters_52","GOODWE GW 30KLS-MT - AFCI","GoodWe","GOODWE GW 30KLS-MT -","inverters","18769.08","","30","30","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 30KLS-MT - AFCI RED_IMAGE_PRODUCT_600483.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 30KLS-MT - AFCI","","4"
"solfacil_inverters_53","GOODWE GW 30KLS-MT - AFCI RED","GoodWe","GOODWE GW 30KLS-MT -","inverters","18769.08","","30","30","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 30KLS-MT - AFCI RED_IMAGE_PRODUCT_600483.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 30KLS-MT - AFCI RED","","4"
"solfacil_inverters_54","GOODWE GW 60KBF-MT","GoodWe","GOODWE GW 60KBF-MT","inverters","19451.3","","60","60","","","/images/placeholder-inverter.jpg","","true","GOODWE GW 60KBF-MT","","4"
"solfacil_inverters_55","GOODWE GW 60KS-MT","GoodWe","GOODWE GW 60KS-MT","inverters","19451.3","","60","60","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 60KS-MT - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 60KS-MT","","4"
"solfacil_inverters_56","GOODWE GW 35KLS-MT","GoodWe","GOODWE GW 35KLS-MT","inverters","20672.13","","35","35","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 35KLS-MT - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 35KLS-MT","","4"
"solfacil_inverters_57","GROWATT MAX 50KTL3-XL2","Growatt","GROWATT MAX 50KTL3-X","inverters","21002.53","","50","50","","/catalog/images\SOLFACIL-INVERTERS\GROWATT-MAX 50KTL3-XL2 - AFCI_IMAGE_PRODUCT_600305.png","/images/placeholder-inverter.jpg","","true","GROWATT MAX 50KTL3-XL2","","4"
"solfacil_inverters_58","DEYE SUN-50K-G-LV","Deye","DEYE SUN-50K-G-LV","inverters","21002.53","","50","50","","","/images/placeholder-inverter.jpg","","true","DEYE SUN-50K-G-LV","","4"
"solfacil_inverters_59","DEYE SUN-50K-G-LV","Deye","DEYE SUN-50K-G-LV","inverters","21002.53","","50","50","","","/images/placeholder-inverter.jpg","","true","DEYE SUN-50K-G-LV","","4"
"solfacil_inverters_60","DEYE SUN-50K-G-LV","Deye","DEYE SUN-50K-G-LV","inverters","21002.53","","50","50","","","/images/placeholder-inverter.jpg","","true","DEYE SUN-50K-G-LV","","4"
"solfacil_inverters_61","GOODWE GW10K-BT","GoodWe","GOODWE GW10K-BT","inverters","21142.98","","10","10","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW10K-BT_image.webp","/images/placeholder-inverter.jpg","","true","GOODWE GW10K-BT","","4"
"solfacil_inverters_62","DEYE SUN-75K-G01P3-LV","Deye","DEYE SUN-75K-G01P3-L","inverters","22010.1","","75","75","","/catalog/images\SOLFACIL-INVERTERS\DEYE-SUN-75K-G01P3-LV_image.png","/images/placeholder-inverter.jpg","","true","DEYE SUN-75K-G01P3-LV","","4"
"solfacil_inverters_63","DEYE SUN-75K-G01P3-LV","Deye","DEYE SUN-75K-G01P3-L","inverters","22010.1","","75","75","","/catalog/images\SOLFACIL-INVERTERS\DEYE-SUN-75K-G01P3-LV_image.png","/images/placeholder-inverter.jpg","","true","DEYE SUN-75K-G01P3-LV","","4"
"solfacil_inverters_64","GROWATT MAX 50KTL3-XL2 - AFCI","Growatt","GROWATT MAX 50KTL3-X","inverters","22107.9","","50","50","","/catalog/images\SOLFACIL-INVERTERS\GROWATT-MAX 50KTL3-XL2 - AFCI_IMAGE_PRODUCT_600305.png","/images/placeholder-inverter.jpg","","true","GROWATT MAX 50KTL3-XL2 - AFCI","","4"
"solfacil_inverters_65","GROWATT MAX 50KTL3-XL2 - AFCI","Growatt","GROWATT MAX 50KTL3-X","inverters","22107.9","","50","50","","/catalog/images\SOLFACIL-INVERTERS\GROWATT-MAX 50KTL3-XL2 - AFCI_IMAGE_PRODUCT_600305.png","/images/placeholder-inverter.jpg","","true","GROWATT MAX 50KTL3-XL2 - AFCI","","4"
"solfacil_inverters_66","GOODWE GW 35KLS-MT - AFCI","GoodWe","GOODWE GW 35KLS-MT -","inverters","22237.93","","35","35","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 35KLS-MT - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 35KLS-MT - AFCI","","4"
"solfacil_inverters_67","GOODWE GW 35KLS-MT - AFCI","GoodWe","GOODWE GW 35KLS-MT -","inverters","22237.93","","35","35","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 35KLS-MT - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 35KLS-MT - AFCI","","4"
"solfacil_inverters_68","GOODWE GW 60KS-MT - AFCI","GoodWe","GOODWE GW 60KS-MT -","inverters","22507.13","","60","60","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 60KS-MT - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 60KS-MT - AFCI","","4"
"solfacil_inverters_69","GROWATT MAX60KTL3-XL 2","Growatt","GROWATT MAX60KTL3-XL","inverters","25711.6","","60","60","","/catalog/images\SOLFACIL-INVERTERS\GROWATT-MAX60KTL3-XL 2_image.webp","/images/placeholder-inverter.jpg","","true","GROWATT MAX60KTL3-XL 2","","4"
"solfacil_inverters_70","GOODWE GW75K-SMT - AFCI","GoodWe","GOODWE GW75K-SMT - A","inverters","27325.15","","75","75","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW75K-SMT - AFCI_IMAGE_PRODUCT_600328.png","/images/placeholder-inverter.jpg","","true","GOODWE GW75K-SMT - AFCI","","4"
"solfacil_inverters_71","GOODWE GW 73KLV-HT - AFCI","GoodWe","GOODWE GW 73KLV-HT -","inverters","34735.65","","73","73","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 73KLV-HT - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 73KLV-HT - AFCI","","4"
"solfacil_inverters_72","GOODWE GW 73KLV-HT - AFCI","GoodWe","GOODWE GW 73KLV-HT -","inverters","34735.65","","73","73","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 73KLV-HT - AFCI_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 73KLV-HT - AFCI","","4"
"solfacil_inverters_73","GOODWE GW20K-ET - AFCI","GoodWe","GOODWE GW20K-ET - AF","inverters","35072.33","","20","20","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW20K-ET - AFCI_IMAGE_PRODUCT_600149.png","/images/placeholder-inverter.jpg","","true","GOODWE GW20K-ET - AFCI","","4"
"solfacil_inverters_74","GOODWE GW12KL-ET - AFCI","GoodWe","GOODWE GW12KL-ET - A","inverters","36889.9","","12","12","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW12KL-ET - AFCI_IMAGE_PRODUCT_600363.png","/images/placeholder-inverter.jpg","","true","GOODWE GW12KL-ET - AFCI","","4"
"solfacil_inverters_75","GOODWE GW15K-ET - AFCI","GoodWe","GOODWE GW15K-ET - AF","inverters","38683","","15","15","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW15K-ET - AFCI_IMAGE_PRODUCT_600348.png","/images/placeholder-inverter.jpg","","true","GOODWE GW15K-ET - AFCI","","4"
"solfacil_inverters_76","GOODWE GW 100K-HT","GoodWe","GOODWE GW 100K-HT","inverters","41129.4","","100","100","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 100K-HT_IMAGE_PRODUCT_600066.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 100K-HT","","4"
"solfacil_inverters_77","GOODWE GW100K-HT","GoodWe","GOODWE GW100K-HT","inverters","44705.88","","100","100","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 100K-HT_IMAGE_PRODUCT_600066.png","/images/placeholder-inverter.jpg","","true","GOODWE GW100K-HT","","4"
"solfacil_inverters_78","GOODWE GW100K-GT - AFCI","GoodWe","GOODWE GW100K-GT - A","inverters","44705.88","","100","100","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW100K-GT - AFCI_IMAGE_PRODUCT_600342.jpg","/images/placeholder-inverter.jpg","","true","GOODWE GW100K-GT - AFCI","","4"
"solfacil_inverters_79","GOODWE GW 110K-HT","GoodWe","GOODWE GW 110K-HT","inverters","46277.45","","110","110","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW 110K-HT_IMAGE_PRODUCT_600023.png","/images/placeholder-inverter.jpg","","true","GOODWE GW 110K-HT","","4"
"solfacil_inverters_80","GOODWE GW30K-ET - AFCI","GoodWe","GOODWE GW30K-ET - AF","inverters","60871.88","","30","30","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW30K-ET - AFCI_IMAGE_PRODUCT_600150.png","/images/placeholder-inverter.jpg","","true","GOODWE GW30K-ET - AFCI","","4"
"solfacil_inverters_81","GOODWE GW250KN-HT","GoodWe","GOODWE GW250KN-HT","inverters","86184.83","","250","250","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW250KN-HT_image.png","/images/placeholder-inverter.jpg","","true","GOODWE GW250KN-HT","","4"
"solfacil_inverters_82","GOODWE GW250KH-UT","GoodWe","GOODWE GW250KH-UT","inverters","86184.83","","250","250","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW250KH-UT_IMAGE_PRODUCT_600344.png","/images/placeholder-inverter.jpg","","true","GOODWE GW250KH-UT","","4"
"solfacil_inverters_83","GOODWE GW250K-HT","GoodWe","GOODWE GW250K-HT","inverters","86184.83","","250","250","","/catalog/images\SOLFACIL-INVERTERS\GOODWE-GW250K-HT_IMAGE_PRODUCT_600142.png","/images/placeholder-inverter.jpg","","true","GOODWE GW250K-HT","","4"
